Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
4	1	30	(1, 30)	11.666666666666666	4.0	15.947831618540915	('soxr', 'micf')	False												soxr	micf	0	4	1	1	68	0.36991290448031006	0.43010915706488795
7	33	3	(3, 33)	14.333333333333334	7.0	16.289055630494158	('soxr', 'ydbk')	False												soxr	ydbk	0	4	1	1	68	0.36991290448031006	0.43010915706488795
5	25	23	(5, 25)	17.666666666666668	23.0	11.015141094572202	('mara', 'ybjc')	True	2088.0	('mara', 'ybjc')	0.0	[(0, 0.40092777524210554, 2.278828956414048e-06), (10, 0.127260751208814, 0.33256103138413262), (20, 0.14568501948583415, 0.27955852396940128), (30, 0.2892451433147239, 0.014424952663450114), (60, 0.065799937149865553, 0.71599855243047761), (90, 0.84448964334832177, 3.8690835517978714e-05)]	['+']	mara	ybjc	mara	0.0	ybjc	0.0	mara	ybjc	0	4	1	1	68	0.36991290448031006	0.43010915706488795
3	2	49	(2, 49)	18.0	3.0	26.851443164195103	('soxr', 'ompn')	False												soxr	ompn	0	4	1	1	68	0.36991290448031006	0.43010915706488795
17	0	39	(0, 39)	18.666666666666668	17.0	19.55334583474995	('soxr', 'rimk')	False												soxr	rimk	0	4	1	1	68	0.36991290448031006	0.43010915706488795
1	17	41	(1, 41)	19.666666666666668	17.0	20.132891827388665	('soxr', 'flda')	False												soxr	flda	0	4	1	1	68	0.36991290448031006	0.43010915706488795
13	11	36	(11, 36)	20.0	13.0	13.892443989449804	('soxr', 'tolc')	False												soxr	tolc	0	4	1	1	68	0.36991290448031006	0.43010915706488795
10	35	15	(10, 35)	20.0	15.0	13.228756555322953	('rob', 'pgi')	False												rob	pgi	0	4	1	1	68	0.36991290448031006	0.43010915706488795
25	24	16	(16, 25)	21.666666666666668	24.0	4.932882862316248	('soxr', 'riba')	False												soxr	riba	0	4	1	1	68	0.36991290448031006	0.43010915706488795
8	29	29	(8, 29)	22.0	29.0	12.12435565298214	('mara', 'nfsa')	True	2078.0	('mara', 'nfsa')	0.0	[(0, 0.47465797661982273, 1.1609808919058504e-08), (10, 0.24138329187257362, 0.063169992982148052), (20, 0.23945160494924408, 0.072818542765899011), (30, 0.35710469794862948, 0.0022349893544978561), (60, 0.058331653055962406, 0.74711633936855359), (90, 0.80617911244304585, 0.00016223820817609264)]	['+']	mara	nfsa	mara	0.0	nfsa	0.0	mara	nfsa	0	4	1	1	68	0.36991290448031006	0.43010915706488795
11	4	52	(4, 52)	22.333333333333332	11.0	25.92939130279254	('soxr', 'fldb')	False												soxr	fldb	0	4	1	1	68	0.36991290448031006	0.43010915706488795
