Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
11	6	17	(6, 17)	11.333333333333334	11.0	5.507570547286102	('soxr', 'micf')	False												soxr	micf	0	4	0	1	68	0.4007236357827837	0.49939357186173455
22	4	18	(4, 22)	14.666666666666666	18.0	9.451631252505216	('soxr', 'rimk')	False												soxr	rimk	0	4	0	1	68	0.4007236357827837	0.49939357186173455
0	19	32	(0, 32)	17.0	19.0	16.09347693943108	('soxr', 'ompn')	False												soxr	ompn	0	4	0	1	68	0.4007236357827837	0.49939357186173455
14	5	47	(5, 47)	22.0	14.0	22.11334438749598	('soxs', 'nfo')	True	2727.0	('soxs', 'nfo')	10.0	[(0, 0.21361958912521345, 0.014672928731019707), (10, 0.56194332176628403, 2.9841893167044137e-06), (20, 0.33151863448588775, 0.011764074881299944), (30, 0.20168751488951775, 0.091667774818691386), (60, 0.2001668313862846, 0.2640440816612743), (90, 0.23630404559284401, 0.37825454885257415)]	['+']	soxs	nfo	soxs	0.0	nfo	0.0	soxs	nfo	0	4	0	1	68	0.4007236357827837	0.49939357186173455
30	27	22	(22, 30)	26.333333333333332	27.0	4.041451884327381	('rob', 'nfo')	True	2685.0	('rob', 'nfo')		[(0, 0.10668661084869006, 0.22700206109195417), (10, 0.1857898295728605, 0.15524229624038346), (20, 0.082419887039780884, 0.54218706071071243), (30, 0.17886352425716867, 0.13558295060207579), (60, 0.64507162727830292, 5.0615740934098339e-05), (90, 0.82895655798438683, 7.2126709070380638e-05)]	['+']	rob	nfo	rob	0.0	nfo	0.0	rob	nfo	0	4	0	1	68	0.4007236357827837	0.49939357186173455
16	14	52	(14, 52)	27.333333333333332	16.0	21.385353243127252	('soxs', 'fumc')	True	2723.0	('soxs', 'fumc')	10.0	[(0, 0.38555035280034494, 5.9013827844585728e-06), (10, 0.58291499378750133, 1.0242995148753607e-06), (20, 0.37901669747060268, 0.0036439414064911757), (30, 0.2735467039108011, 0.020985350676625592), (60, -0.24556069656205065, 0.16837489823846469), (90, -0.39152981467853909, 0.13368910459477215)]	['+']	soxs	fumc	soxs	0.0	fumc	0.0	soxs	fumc	0	4	0	1	68	0.4007236357827837	0.49939357186173455
10	30	46	(10, 46)	28.666666666666668	30.0	18.036999011291577	('puta', 'acna')	False												puta	acna	0	4	0	1	68	0.4007236357827837	0.49939357186173455
9	23	55	(9, 55)	29.0	23.0	23.57965224510319	('soxr', 'aslb')	False												soxr	aslb	0	4	0	1	68	0.4007236357827837	0.49939357186173455
24	20	45	(20, 45)	29.666666666666668	24.0	13.428824718989123	('soxs', 'ybjn')	True	2740.0	('soxs', 'ybjn')		[(0, 0.075579481408152432, 0.39275097469755016), (10, 0.41922325791441761, 0.00085608032597045815), (20, 0.24535340951845216, 0.06583167965783103), (30, 0.17677996005697047, 0.14027249018103616), (60, -0.2349074388388166, 0.18820400866484485), (90, 0.070354501479215778, 0.79570458143155209)]	['+']	soxs	ybjn	soxs	0.0	ybjn	0.0	soxs	ybjn	0	4	0	1	68	0.4007236357827837	0.49939357186173455
23	18	53	(18, 53)	31.333333333333332	23.0	18.929694486000912	('soxr', 'nfo')	False												soxr	nfo	0	4	0	1	68	0.4007236357827837	0.49939357186173455
12	43	43	(12, 43)	32.666666666666664	43.0	17.8978583448784	('mara', 'poxb')	True	2079.0	('mara', 'poxb')		[(0, -0.29997676167910964, 0.0005254464169845897), (10, -0.020201263922607918, 0.87823880863854198), (20, 0.050054222519893804, 0.71156074841933503), (30, -0.17886778078625337, 0.1355734930750235), (60, -0.47813457448786711, 0.0048875378803674508), (90, -0.78873401721982961, 0.00028217941117145948)]	['+']	mara	poxb	mara	0.0	poxb	0.0	mara	poxb	0	4	0	1	68	0.4007236357827837	0.49939357186173455
13	7	87	(7, 87)	35.666666666666664	13.0	44.55707949735186	('puta', 'pqia')	False												puta	pqia	0	4	0	1	68	0.4007236357827837	0.49939357186173455
7	56	44	(7, 56)	35.666666666666664	44.0	25.540817005987364	('puta', 'poxb')	False												puta	poxb	0	4	0	1	68	0.4007236357827837	0.49939357186173455
62	40	14	(14, 62)	38.666666666666664	40.0	24.027761721253466	('puta', 'ygib')	False												puta	ygib	0	4	0	1	68	0.4007236357827837	0.49939357186173455
60	47	10	(10, 60)	39.0	47.0	25.942243542145693	('rob', 'poxb')	False												rob	poxb	0	4	0	1	68	0.4007236357827837	0.49939357186173455
38	35	48	(35, 48)	40.333333333333336	38.0	6.8068592855540455	('mara', 'ybjn')	True	2089.0	('mara', 'ybjn')		[(0, 0.25587638259042955, 0.0032997319119671006), (10, -0.1764370046930348, 0.17748723399594102), (20, -0.20331388751052618, 0.12929914897418274), (30, 0.017429934081471091, 0.88528626710418012), (60, -0.077168681965131047, 0.66949229922846831), (90, 0.50136160651796668, 0.047873470564588155)]	['+']	mara	ybjn	mara	0.0	ybjn	0.0	mara	ybjn	0	4	0	1	68	0.4007236357827837	0.49939357186173455
59	34	29	(29, 59)	40.666666666666664	34.0	16.072751268321593	('puta', 'soxs')	False												puta	soxs	0	4	0	1	68	0.4007236357827837	0.49939357186173455
