Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
0	10	31	(0, 31)	13.666666666666666	10.0	15.821925715074425	('soxr', 'ompn')	False												soxr	ompn	0	4	0	1	68	0.39897225766854183	0.4859005457853246
11	14	18	(11, 18)	14.333333333333334	14.0	3.5118845842842465	('soxr', 'micf')	False												soxr	micf	0	4	0	1	68	0.39897225766854183	0.4859005457853246
14	2	28	(2, 28)	14.666666666666666	14.0	13.012814197295423	('soxs', 'nfo')	True	2727.0	('soxs', 'nfo')	10.0	[(0, 0.21361958912521345, 0.014672928731019707), (10, 0.56194332176628403, 2.9841893167044137e-06), (20, 0.33151863448588775, 0.011764074881299944), (30, 0.20168751488951775, 0.091667774818691386), (60, 0.2001668313862846, 0.2640440816612743), (90, 0.23630404559284401, 0.37825454885257415)]	['+']	soxs	nfo	soxs	0.0	nfo	0.0	soxs	nfo	0	4	0	1	68	0.39897225766854183	0.4859005457853246
9	13	30	(9, 30)	17.333333333333332	13.0	11.150485789118488	('soxr', 'aslb')	False												soxr	aslb	0	4	0	1	68	0.39897225766854183	0.4859005457853246
24	22	12	(12, 24)	19.333333333333332	22.0	6.429100507328636	('soxs', 'ybjn')	True	2740.0	('soxs', 'ybjn')		[(0, 0.075579481408152432, 0.39275097469755016), (10, 0.41922325791441761, 0.00085608032597045815), (20, 0.24535340951845216, 0.06583167965783103), (30, 0.17677996005697047, 0.14027249018103616), (60, -0.2349074388388166, 0.18820400866484485), (90, 0.070354501479215778, 0.79570458143155209)]	['+']	soxs	ybjn	soxs	0.0	ybjn	0.0	soxs	ybjn	0	4	0	1	68	0.39897225766854183	0.4859005457853246
23	18	25	(18, 25)	22.0	23.0	3.605551275463989	('soxr', 'nfo')	False												soxr	nfo	0	4	0	1	68	0.39897225766854183	0.4859005457853246
22	15	34	(15, 34)	23.666666666666668	22.0	9.60902353693305	('soxr', 'rimk')	False												soxr	rimk	0	4	0	1	68	0.39897225766854183	0.4859005457853246
38	31	9	(9, 38)	26.0	31.0	15.132745950421556	('mara', 'ybjn')	True	2089.0	('mara', 'ybjn')		[(0, 0.25587638259042955, 0.0032997319119671006), (10, -0.1764370046930348, 0.17748723399594102), (20, -0.20331388751052618, 0.12929914897418274), (30, 0.017429934081471091, 0.88528626710418012), (60, -0.077168681965131047, 0.66949229922846831), (90, 0.50136160651796668, 0.047873470564588155)]	['+']	mara	ybjn	mara	0.0	ybjn	0.0	mara	ybjn	0	4	0	1	68	0.39897225766854183	0.4859005457853246
2	8	70	(2, 70)	26.666666666666668	8.0	37.64748774265467	('mara', 'fumc')	True	2071.0	('mara', 'fumc')		[(0, -0.29886958343754583, 0.00055229679780650996), (10, -0.40846003198534614, 0.0011955511855574648), (20, -0.3874735752212411, 0.0029029832979825627), (30, -0.028123148152858681, 0.81590920610249673), (60, -0.3574776212204227, 0.041110329442110585), (90, 0.21807389707357835, 0.41715184659273608)]	['+']	mara	fumc	mara	0.0	fumc	0.0	mara	fumc	0	4	0	1	68	0.39897225766854183	0.4859005457853246
7	47	27	(7, 47)	27.0	27.0	20.0	('puta', 'poxb')	False												puta	poxb	0	4	0	1	68	0.39897225766854183	0.4859005457853246
3	0	80	(0, 80)	27.666666666666668	3.0	45.34681172181053	('soxr', 'ygic')	False												soxr	ygic	0	4	0	1	68	0.39897225766854183	0.4859005457853246
16	16	52	(16, 52)	28.0	16.0	20.784609690826528	('soxs', 'fumc')	True	2723.0	('soxs', 'fumc')	10.0	[(0, 0.38555035280034494, 5.9013827844585728e-06), (10, 0.58291499378750133, 1.0242995148753607e-06), (20, 0.37901669747060268, 0.0036439414064911757), (30, 0.2735467039108011, 0.020985350676625592), (60, -0.24556069656205065, 0.16837489823846469), (90, -0.39152981467853909, 0.13368910459477215)]	['+']	soxs	fumc	soxs	0.0	fumc	0.0	soxs	fumc	0	4	0	1	68	0.39897225766854183	0.4859005457853246
13	4	69	(4, 69)	28.666666666666668	13.0	35.21836642056717	('puta', 'pqia')	False												puta	pqia	0	4	0	1	68	0.39897225766854183	0.4859005457853246
8	3	85	(3, 85)	32.0	8.0	45.967379738244816	('soxr', 'ygib')	False												soxr	ygib	0	4	0	1	68	0.39897225766854183	0.4859005457853246
6	12	83	(6, 83)	33.666666666666664	12.0	42.82911782109612	('mara', 'acna')	True	2067.0	('mara', 'acna')		[(0, -0.35543869707037795, 3.3272644768283357e-05), (10, -0.29493599546336874, 0.022157756856098366), (20, -0.11344687225247352, 0.40076990099414789), (30, -0.1910368974051086, 0.11051803646869345), (60, -0.29285578486396474, 0.098137807650918951), (90, -0.68175472415433747, 0.0036290169155485459)]	['+']	mara	acna	mara	0.0	acna	0.0	mara	acna	0	4	0	1	68	0.39897225766854183	0.4859005457853246
12	60	35	(12, 60)	35.666666666666664	35.0	24.006943440041116	('mara', 'poxb')	True	2079.0	('mara', 'poxb')		[(0, -0.29997676167910964, 0.0005254464169845897), (10, -0.020201263922607918, 0.87823880863854198), (20, 0.050054222519893804, 0.71156074841933503), (30, -0.17886778078625337, 0.1355734930750235), (60, -0.47813457448786711, 0.0048875378803674508), (90, -0.78873401721982961, 0.00028217941117145948)]	['+']	mara	poxb	mara	0.0	poxb	0.0	mara	poxb	0	4	0	1	68	0.39897225766854183	0.4859005457853246
60	24	23	(23, 60)	35.666666666666664	24.0	21.07921567168317	('rob', 'poxb')	False												rob	poxb	0	4	0	1	68	0.39897225766854183	0.4859005457853246
30	21	57	(21, 57)	36.0	30.0	18.734993995195193	('rob', 'nfo')	True	2685.0	('rob', 'nfo')		[(0, 0.10668661084869006, 0.22700206109195417), (10, 0.1857898295728605, 0.15524229624038346), (20, 0.082419887039780884, 0.54218706071071243), (30, 0.17886352425716867, 0.13558295060207579), (60, 0.64507162727830292, 5.0615740934098339e-05), (90, 0.82895655798438683, 7.2126709070380638e-05)]	['+']	rob	nfo	rob	0.0	nfo	0.0	rob	nfo	0	4	0	1	68	0.39897225766854183	0.4859005457853246
27	57	26	(26, 57)	36.666666666666664	27.0	17.61628034896508	('rob', 'tolc')	True	2689.0	('rob', 'tolc')	0.0	[(0, 0.41680879151547523, 8.1041642371685549e-07), (10, 0.09608851429880326, 0.46518616589402495), (20, 0.0051154143836115796, 0.96987494194570667), (30, 0.5067705279134791, 6.4972173743826166e-06), (60, 0.27354316011706598, 0.12347680627250929), (90, -0.081467385651047955, 0.7642272673784859)]	['+']	rob	tolc	rob	0.0	tolc	0.0	rob	tolc	0	4	0	1	68	0.39897225766854183	0.4859005457853246
10	36	64	(10, 64)	36.666666666666664	36.0	27.00617213403879	('puta', 'acna')	False												puta	acna	0	4	0	1	68	0.39897225766854183	0.4859005457853246
5	26	90	(5, 90)	40.333333333333336	26.0	44.27565169857281	('rob', 'putp')	False												rob	putp	0	4	0	1	68	0.39897225766854183	0.4859005457853246
4	23	96	(4, 96)	41.0	23.0	48.569537778323564	('mara', 'ygic')	True	2091.0	('mara', 'ygic')	0.0	[(0, -0.38568537820145743, 5.8534886167172778e-06), (10, -0.48979869193772174, 7.1282787965739193e-05), (20, -0.45725482558159775, 0.0003491483245363652), (30, -0.31460915991695343, 0.0075376148111198811), (60, -0.19797595070457416, 0.2694156544023722), (90, 0.38860678170145607, 0.13687326475406911)]	['+']	mara	ygic	mara	0.0	ygic	0.0	mara	ygic	0	4	0	1	68	0.39897225766854183	0.4859005457853246
1	5	118	(1, 118)	41.333333333333336	5.0	66.42539674953649	('mara', 'ygib')	True	2090.0	('mara', 'ygib')	0.0	[(0, -0.41444937453247754, 9.481633131980112e-07), (10, -0.51259877039632962, 2.8240295950213823e-05), (20, -0.45938605492889745, 0.00032487522184147691), (30, -0.3305945754781287, 0.004865070427915584), (60, -0.38776136182825932, 0.025768591382149656), (90, -0.054525652608190048, 0.84104370324455391)]	['+']	mara	ygib	mara	0.0	ygib	0.0	mara	ygib	0	4	0	1	68	0.39897225766854183	0.4859005457853246
17	61	47	(17, 61)	41.666666666666664	47.0	22.479620400116488	('soxr', 'flda')	False												soxr	flda	0	4	0	1	68	0.39897225766854183	0.4859005457853246
43	45	43	(43, 45)	43.666666666666664	43.0	1.1547005383792517	('soxs', 'aslb')	False												soxs	aslb	0	4	0	1	68	0.39897225766854183	0.4859005457853246
44	49	40	(40, 49)	44.333333333333336	44.0	4.509249752822894	('puta', 'nfo')	False												puta	nfo	0	4	0	1	68	0.39897225766854183	0.4859005457853246
84	50	0	(0, 84)	44.666666666666664	50.0	42.2532050066422	('soxr', 'nfsa')	False												soxr	nfsa	0	4	0	1	68	0.39897225766854183	0.4859005457853246
19	100	15	(15, 100)	44.666666666666664	19.0	47.9617903474561	('soxr', 'ydbk')	False												soxr	ydbk	0	4	0	1	68	0.39897225766854183	0.4859005457853246
36	85	14	(14, 85)	45.0	36.0	36.345563690772494	('mara', 'puta')	True	148.0	('mara', 'puta')		[(0, 0.035631819227847722, 0.68733867003197524), (10, 0.45291088391470541, 0.00027946731559816673), (20, 0.35668453944456713, 0.0064602008450637301), (30, 0.16966714736266567, 0.15720235586440787), (60, -0.13416074394490965, 0.45666292194666214), (90, -0.46707285790358694, 0.068144683160748107)]	['+']	mara	puta	mara	0.0	puta	0.0	mara	puta	0	4	0	1	68	0.39897225766854183	0.4859005457853246
58	11	71	(11, 71)	46.666666666666664	58.0	31.56474826976026	('soxr', 'mara')	False												soxr	mara	0	4	0	1	68	0.39897225766854183	0.4859005457853246
63	81	3	(3, 81)	49.0	63.0	40.84115571332428	('puta', 'putp')	True	2638.0	('puta', 'putp')		[(0, 0.35906588595068401, 2.726053663334233e-05), (10, -0.12652051786659793, 0.3354039368913847), (20, -0.086004360217051393, 0.52470239454761702), (30, 0.084763330301890233, 0.48216959640785972), (60, 0.025752528983747958, 0.88687764666862434), (90, 0.14136823793146758, 0.60150437517895017)]	['-']	puta	putp	puta	0.0	putp	0.0	puta	putp	0	4	0	1	68	0.39897225766854183	0.4859005457853246
59	27	63	(27, 63)	49.666666666666664	59.0	19.731531449264992	('puta', 'soxs')	False												puta	soxs	0	4	0	1	68	0.39897225766854183	0.4859005457853246
15	1	133	(1, 133)	49.666666666666664	15.0	72.5074708794434	('soxr', 'fldb')	False												soxr	fldb	0	4	0	1	68	0.39897225766854183	0.4859005457853246
25	38	86	(25, 86)	49.666666666666664	38.0	32.129944496269104	('mara', 'nfsa')	True	2078.0	('mara', 'nfsa')	0.0	[(0, 0.47465797661982273, 1.1609808919058504e-08), (10, 0.24138329187257362, 0.063169992982148052), (20, 0.23945160494924408, 0.072818542765899011), (30, 0.35710469794862948, 0.0022349893544978561), (60, 0.058331653055962406, 0.74711633936855359), (90, 0.80617911244304585, 0.00016223820817609264)]	['+']	mara	nfsa	mara	0.0	nfsa	0.0	mara	nfsa	0	4	0	1	68	0.39897225766854183	0.4859005457853246
62	79	11	(11, 79)	50.666666666666664	62.0	35.38832199092426	('puta', 'ygib')	False												puta	ygib	0	4	0	1	68	0.39897225766854183	0.4859005457853246
21	17	115	(17, 115)	51.0	21.0	55.46169849544819	('puta', 'ybjn')	False												puta	ybjn	0	4	0	1	68	0.39897225766854183	0.4859005457853246
45	29	79	(29, 79)	51.0	45.0	25.534290669607408	('soxr', 'fpr')	False												soxr	fpr	0	4	0	1	68	0.39897225766854183	0.4859005457853246
33	76	45	(33, 76)	51.333333333333336	45.0	22.18858565419016	('puta', 'ybao')	False												puta	ybao	0	4	0	1	68	0.39897225766854183	0.4859005457853246
51	6	97	(6, 97)	51.333333333333336	51.0	45.50091574170056	('soxr', 'acna')	False												soxr	acna	0	4	0	1	68	0.39897225766854183	0.4859005457853246
54	40	66	(40, 66)	53.333333333333336	54.0	13.012814197295423	('soxs', 'acna')	True	2717.0	('soxs', 'acna')		[(0, 0.36100355238304244, 2.4483053911892578e-05), (10, -0.051332200679384654, 0.69689876696286601), (20, -0.12258349730958788, 0.36365963952873892), (30, 0.2486163164341488, 0.036560198156789132), (60, 0.13919230585780173, 0.43979479826277434), (90, -0.017206717141056649, 0.94956915222549876)]	['+']	soxs	acna	soxs	0.0	acna	0.0	soxs	acna	0	4	0	1	68	0.39897225766854183	0.4859005457853246
29	111	20	(20, 111)	53.333333333333336	29.0	50.143128475727686	('puta', 'mara')	False												puta	mara	0	4	0	1	68	0.39897225766854183	0.4859005457853246
123	20	21	(20, 123)	54.666666666666664	21.0	59.18051481132395	('soxr', 'pgi')	False												soxr	pgi	0	4	0	1	68	0.39897225766854183	0.4859005457853246
98	52	16	(16, 98)	55.333333333333336	52.0	41.10150037812894	('soxs', 'soda')	True	2737.0	('soxs', 'soda')	0.0	[(0, 0.48523433071597455, 4.8885041447131445e-09), (10, 0.24393798280792564, 0.060344180883863008), (20, 0.18852861961751258, 0.16018312322099329), (30, 0.046359781538601451, 0.70104720592761061), (60, 0.22188773160263248, 0.21459086565657823), (90, 0.31239097382490277, 0.23880691112210586)]	['+']	soxs	soda	soxs	0.0	soda	0.0	soxs	soda	0	4	0	1	68	0.39897225766854183	0.4859005457853246
28	39	100	(28, 100)	55.666666666666664	39.0	38.785736209763165	('mara', 'micf')	True	2076.0	('mara', 'micf')		[(0, 0.28685401113022346, 0.0009367220785197369), (10, 0.06984118436714061, 0.59593480200168369), (20, -0.01099926765920547, 0.93527869366895122), (30, 0.18696336077355824, 0.11847197330016465), (60, 0.29373827096507765, 0.097082478184571261), (90, 0.17759647783141835, 0.51052302085352319)]	['+']	mara	micf	mara	0.0	micf	0.0	mara	micf	0	4	0	1	68	0.39897225766854183	0.4859005457853246
103	42	22	(22, 103)	55.666666666666664	42.0	42.19399641339196	('mara', 'ynce')	True	2093.0	('mara', 'ynce')		[(0, 0.19357602060701229, 0.027334613872730961), (10, 0.19019873601528597, 0.14550161556750876), (20, 0.25594066230286139, 0.054650966210806354), (30, 0.40715869604634414, 0.00042527622265191626), (60, 0.20415390184179122, 0.25444995301416534), (90, 0.54561858832898613, 0.028804482373056366)]	['+']	mara	ynce	mara	0.0	ynce	0.0	mara	ynce	0	4	0	1	68	0.39897225766854183	0.4859005457853246
72	92	6	(6, 92)	56.666666666666664	72.0	45.003703551300454	('rob', 'ompn')	False												rob	ompn	0	4	0	1	68	0.39897225766854183	0.4859005457853246
42	80	51	(42, 80)	57.666666666666664	51.0	19.85782801147531	('rob', 'soxs')	False												rob	soxs	0	4	0	1	68	0.39897225766854183	0.4859005457853246
50	82	41	(41, 82)	57.666666666666664	50.0	21.548395145191982	('rob', 'fpr')	False												rob	fpr	0	4	0	1	68	0.39897225766854183	0.4859005457853246
116	30	29	(29, 116)	58.333333333333336	30.0	49.94330118577799	('soxs', 'fpr')	True	2722.0	('soxs', 'fpr')	0.0	[(0, 0.37706700921249592, 9.7765735605401431e-06), (10, 0.42190693276544544, 0.00078631360813488811), (20, 0.33294417183028152, 0.011385555900634056), (30, 0.1196657558762047, 0.32022220067405177), (60, -0.12941848687501581, 0.47287216847009572), (90, -0.17450170707229726, 0.51803653530041438)]	['+']	soxs	fpr	soxs	0.0	fpr	0.0	soxs	fpr	0	4	0	1	68	0.39897225766854183	0.4859005457853246
88	73	17	(17, 88)	59.333333333333336	73.0	37.421027956662726	('mara', 'riba')	False												mara	riba	0	4	0	1	68	0.39897225766854183	0.4859005457853246
