Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
16	11	5	(5, 16)	10.666666666666666	11.0	5.507570547286102	('soxs', 'fumc')	True	2723.0	('soxs', 'fumc')	10.0	[(0, 0.38555035280034494, 5.9013827844585728e-06), (10, 0.58291499378750133, 1.0242995148753607e-06), (20, 0.37901669747060268, 0.0036439414064911757), (30, 0.2735467039108011, 0.020985350676625592), (60, -0.24556069656205065, 0.16837489823846469), (90, -0.39152981467853909, 0.13368910459477215)]	['+']	soxs	fumc	soxs	0.0	fumc	0.0	soxs	fumc	0	4	0	1	68	0.400400347463047	0.487265009096422
0	13	27	(0, 27)	13.333333333333334	13.0	13.503086067019394	('soxr', 'ompn')	False												soxr	ompn	0	4	0	1	68	0.400400347463047	0.487265009096422
22	6	15	(6, 22)	14.333333333333334	15.0	8.020806277010644	('soxr', 'rimk')	False												soxr	rimk	0	4	0	1	68	0.400400347463047	0.487265009096422
11	10	29	(10, 29)	16.666666666666668	11.0	10.692676621563628	('soxr', 'micf')	False												soxr	micf	0	4	0	1	68	0.400400347463047	0.487265009096422
9	17	34	(9, 34)	20.0	17.0	12.767145334803704	('soxr', 'aslb')	False												soxr	aslb	0	4	0	1	68	0.400400347463047	0.487265009096422
24	26	11	(11, 26)	20.333333333333332	24.0	8.144527815247077	('soxs', 'ybjn')	True	2740.0	('soxs', 'ybjn')		[(0, 0.075579481408152432, 0.39275097469755016), (10, 0.41922325791441761, 0.00085608032597045815), (20, 0.24535340951845216, 0.06583167965783103), (30, 0.17677996005697047, 0.14027249018103616), (60, -0.2349074388388166, 0.18820400866484485), (90, 0.070354501479215778, 0.79570458143155209)]	['+']	soxs	ybjn	soxs	0.0	ybjn	0.0	soxs	ybjn	0	4	0	1	68	0.400400347463047	0.487265009096422
7	51	6	(6, 51)	21.333333333333332	7.0	25.696951829610715	('puta', 'poxb')	False												puta	poxb	0	4	0	1	68	0.400400347463047	0.487265009096422
14	2	52	(2, 52)	22.666666666666668	14.0	26.102362600602525	('soxs', 'nfo')	True	2727.0	('soxs', 'nfo')	10.0	[(0, 0.21361958912521345, 0.014672928731019707), (10, 0.56194332176628403, 2.9841893167044137e-06), (20, 0.33151863448588775, 0.011764074881299944), (30, 0.20168751488951775, 0.091667774818691386), (60, 0.2001668313862846, 0.2640440816612743), (90, 0.23630404559284401, 0.37825454885257415)]	['+']	soxs	nfo	soxs	0.0	nfo	0.0	soxs	nfo	0	4	0	1	68	0.400400347463047	0.487265009096422
23	21	26	(21, 26)	23.333333333333332	23.0	2.5166114784235836	('soxr', 'nfo')	False												soxr	nfo	0	4	0	1	68	0.400400347463047	0.487265009096422
12	31	28	(12, 31)	23.666666666666668	28.0	10.214368964029708	('mara', 'poxb')	True	2079.0	('mara', 'poxb')		[(0, -0.29997676167910964, 0.0005254464169845897), (10, -0.020201263922607918, 0.87823880863854198), (20, 0.050054222519893804, 0.71156074841933503), (30, -0.17886778078625337, 0.1355734930750235), (60, -0.47813457448786711, 0.0048875378803674508), (90, -0.78873401721982961, 0.00028217941117145948)]	['+']	mara	poxb	mara	0.0	poxb	0.0	mara	poxb	0	4	0	1	68	0.400400347463047	0.487265009096422
38	34	1	(1, 38)	24.333333333333332	34.0	20.305992547357377	('mara', 'ybjn')	True	2089.0	('mara', 'ybjn')		[(0, 0.25587638259042955, 0.0032997319119671006), (10, -0.1764370046930348, 0.17748723399594102), (20, -0.20331388751052618, 0.12929914897418274), (30, 0.017429934081471091, 0.88528626710418012), (60, -0.077168681965131047, 0.66949229922846831), (90, 0.50136160651796668, 0.047873470564588155)]	['+']	mara	ybjn	mara	0.0	ybjn	0.0	mara	ybjn	0	4	0	1	68	0.400400347463047	0.487265009096422
8	4	69	(4, 69)	27.0	8.0	36.42801120017397	('soxr', 'ygib')	False												soxr	ygib	0	4	0	1	68	0.400400347463047	0.487265009096422
