Dionesus-rank	RandomForest-rank	Lasso-rank	range	mean-rank	median-rank	sd-rank	regulator-target	tp	index	Edge	Lag	Lag_list	Sign	parent	child	name_x	parent_cluster	name_y	child_cluster	Source	Target	moduleID	window_size	min_lag	max_lag	total_edges	pr	roc
1	15	4	(1, 15)	6.666666666666667	4.0	7.3711147958319945	('soxr', 'flda')	False												soxr	flda	0	4	1	1	68	0.37751196817308746	0.4404184354154034
17	3	7	(3, 17)	9.0	7.0	7.211102550927978	('soxr', 'rimk')	False												soxr	rimk	0	4	1	1	68	0.37751196817308746	0.4404184354154034
3	0	24	(0, 24)	9.0	3.0	13.076696830622021	('soxr', 'ompn')	False												soxr	ompn	0	4	1	1	68	0.37751196817308746	0.4404184354154034
13	12	9	(9, 13)	11.333333333333334	12.0	2.081665999466133	('soxr', 'tolc')	False												soxr	tolc	0	4	1	1	68	0.37751196817308746	0.4404184354154034
11	2	22	(2, 22)	11.666666666666666	11.0	10.016652800877813	('soxr', 'fldb')	False												soxr	fldb	0	4	1	1	68	0.37751196817308746	0.4404184354154034
4	4	36	(4, 36)	14.666666666666666	4.0	18.475208614068027	('soxr', 'micf')	False												soxr	micf	0	4	1	1	68	0.37751196817308746	0.4404184354154034
25	22	0	(0, 25)	15.666666666666666	22.0	13.650396819628847	('soxr', 'riba')	False												soxr	riba	0	4	1	1	68	0.37751196817308746	0.4404184354154034
21	27	2	(2, 27)	16.666666666666668	21.0	13.051181300301261	('soxs', 'aslb')	False												soxs	aslb	0	4	1	1	68	0.37751196817308746	0.4404184354154034
8	25	25	(8, 25)	19.333333333333332	25.0	9.814954576223638	('mara', 'nfsa')	True	2078.0	('mara', 'nfsa')	0.0	[(0, 0.47465797661982273, 1.1609808919058504e-08), (10, 0.24138329187257362, 0.063169992982148052), (20, 0.23945160494924408, 0.072818542765899011), (30, 0.35710469794862948, 0.0022349893544978561), (60, 0.058331653055962406, 0.74711633936855359), (90, 0.80617911244304585, 0.00016223820817609264)]	['+']	mara	nfsa	mara	0.0	nfsa	0.0	mara	nfsa	0	4	1	1	68	0.37751196817308746	0.4404184354154034
10	39	15	(10, 39)	21.333333333333332	15.0	15.50268793897798	('rob', 'pgi')	False												rob	pgi	0	4	1	1	68	0.37751196817308746	0.4404184354154034
29	8	32	(8, 32)	23.0	29.0	13.076696830622021	('soxs', 'nfo')	True	2727.0	('soxs', 'nfo')	10.0	[(0, 0.21361958912521345, 0.014672928731019707), (10, 0.56194332176628403, 2.9841893167044137e-06), (20, 0.33151863448588775, 0.011764074881299944), (30, 0.20168751488951775, 0.091667774818691386), (60, 0.2001668313862846, 0.2640440816612743), (90, 0.23630404559284401, 0.37825454885257415)]	['+']	soxs	nfo	soxs	0.0	nfo	0.0	soxs	nfo	0	4	1	1	68	0.37751196817308746	0.4404184354154034
7	41	23	(7, 41)	23.666666666666668	23.0	17.009801096230763	('soxr', 'ydbk')	False												soxr	ydbk	0	4	1	1	68	0.37751196817308746	0.4404184354154034
5	28	38	(5, 38)	23.666666666666668	28.0	16.921386861996076	('mara', 'ybjc')	True	2088.0	('mara', 'ybjc')	0.0	[(0, 0.40092777524210554, 2.278828956414048e-06), (10, 0.127260751208814, 0.33256103138413262), (20, 0.14568501948583415, 0.27955852396940128), (30, 0.2892451433147239, 0.014424952663450114), (60, 0.065799937149865553, 0.71599855243047761), (90, 0.84448964334832177, 3.8690835517978714e-05)]	['+']	mara	ybjc	mara	0.0	ybjc	0.0	mara	ybjc	0	4	1	1	68	0.37751196817308746	0.4404184354154034
31	35	6	(6, 35)	24.0	31.0	15.716233645501712	('soxs', 'ybjn')	True	2740.0	('soxs', 'ybjn')		[(0, 0.075579481408152432, 0.39275097469755016), (10, 0.41922325791441761, 0.00085608032597045815), (20, 0.24535340951845216, 0.06583167965783103), (30, 0.17677996005697047, 0.14027249018103616), (60, -0.2349074388388166, 0.18820400866484485), (90, 0.070354501479215778, 0.79570458143155209)]	['+']	soxs	ybjn	soxs	0.0	ybjn	0.0	soxs	ybjn	0	4	1	1	68	0.37751196817308746	0.4404184354154034
38	43	3	(3, 43)	28.0	38.0	21.79449471770337	('mara', 'micf')	True	2076.0	('mara', 'micf')		[(0, 0.28685401113022346, 0.0009367220785197369), (10, 0.06984118436714061, 0.59593480200168369), (20, -0.01099926765920547, 0.93527869366895122), (30, 0.18696336077355824, 0.11847197330016465), (60, 0.29373827096507765, 0.097082478184571261), (90, 0.17759647783141835, 0.51052302085352319)]	['+']	mara	micf	mara	0.0	micf	0.0	mara	micf	0	4	1	1	68	0.37751196817308746	0.4404184354154034
43	32	21	(21, 43)	32.0	32.0	11.0	('soxr', 'nfo')	False												soxr	nfo	0	4	1	1	68	0.37751196817308746	0.4404184354154034
44	33	19	(19, 44)	32.0	33.0	12.529964086141668	('rob', 'tolc')	True	2689.0	('rob', 'tolc')	0.0	[(0, 0.41680879151547523, 8.1041642371685549e-07), (10, 0.09608851429880326, 0.46518616589402495), (20, 0.0051154143836115796, 0.96987494194570667), (30, 0.5067705279134791, 6.4972173743826166e-06), (60, 0.27354316011706598, 0.12347680627250929), (90, -0.081467385651047955, 0.7642272673784859)]	['+']	rob	tolc	rob	0.0	tolc	0.0	rob	tolc	0	4	1	1	68	0.37751196817308746	0.4404184354154034
